course_name,course_type,course_credit_hours,course_days_of_the_week,course_start_time,course_end_time,course_instructor,course_location,course_max_enroll,course_enrolled,course_remained,course_department,course_start_date,course_end_date,semester,course_crn,course_level,course_section,short_name,full_name,description,raw_precoreqs,offer_frequency,prerequisites,corequisites,school
ORIENTATION SEM FOR GRADS,LEC,0,,,,Grega,TBA,550,0,550,ADMN,2024-08-28,2024-12-20,FALL 2024,66677,6700,01,ADMN-6700,Orientation Sem For Grads,    0.000 Credit hours,,,[],[],Interdisciplinary and Other
ACADEMIC ORIENTATION SEMINAR FOR GRADUATE STUDENTS,LEC,0,,,,Abbott,ONLINE ,30,0,30,ADMN,2024-08-28,2024-12-20,FALL 2024,67445,6700,H01,ADMN-6700,Academic Orientation Seminar For Graduate Students,    0.000 Credit hours,,,[],[],Interdisciplinary and Other
ACADEMIC ORIENTATION SEMINAR FOR GRADUATE STUDENTS,LEC,0,,,,Abbott,ONLINE ,30,0,30,ADMN,2024-08-28,2024-12-20,FALL 2024,69131,6700,H02,ADMN-6700,Academic Orientation Seminar For Graduate Students,    0.000 Credit hours,,,[],[],Interdisciplinary and Other
TA TRAINING SEMINAR,LEC,0,,,,Nevo,TBA,500,0,500,ADMN,2024-08-28,2024-12-20,FALL 2024,66678,6800,01,ADMN-6800,Ta Training Seminar,    0.000 Credit hours,,,[],[],Interdisciplinary and Other
LEADERSHIP LAB,LEC,0,T,8:00AM,9:50AM,Lipeles,LOW 3051,70,0,70,USAF,2024-08-28,2024-12-20,FALL 2024,65146,0010,01,USAF-0010,Leadership Lab,"The leadership laboratory courses (LLABs) include a study of Air Force customs and courtesies, drill and ceremonies, and military commands. LLAB also includes studying the environment of an Air Force officer and learning about opportunities available to commissioned officers. The AS 300 and AS 400 LLABs consist of activities classified as leadership and management experiences. They involve the planning and controlling of military activities of the cadet wing, and the preparation and presentation of briefings and other oral and written communications. LLABs also include interviews, guidance, and information which will increase the understanding, motivation, and performance of other cadets.",,,[],[],Interdisciplinary and Other
AEROSPACE STUDIES 100A,LEC,1,R,8:00AM,8:50AM,Gresham/Miller,ARMORY 209,35,0,35,USAF,2024-08-28,2024-12-20,FALL 2024,65168,1010,01,USAF-1010,Aerospace Studies 100A,"AS 100, Heritage and Values of the U.S. Air Force, is a survey course designed to introduce students to the United States Air Force and provides an overview of the basic characteristics, missions, and organization of the Air Force. Leadership Laboratory (USAF 0010) is mandatory for AFROTC cadets and complements this course by providing cadets with leadership/followership experiences.",,,[],[],Interdisciplinary and Other
AEROSPACE STUDIES 200A,LEC,1,R,9:00AM,9:50AM,Miller,ARMORY 209,35,0,35,USAF,2024-08-28,2024-12-20,FALL 2024,65169,2030,01,USAF-2030,Aerospace Studies 200A,"The AS 200, Team and Leadership Fundamentals, focuses on laying the foundation for teams and leadership. The topics include skills that will allow cadets to improve their leadership on a personal level and within a team. The courses will prepare cadets for their field training experience where they will be able to put the concepts learned into practice. The purpose is to instill a leadership mindset and to motivate sophomore students to transition from AFROTC cadet to AFROTC officer candidate. Leadership Laboratory (USAF 0010) is mandatory for AFROTC cadets and complements this course by providing cadets with leadership/followership experiences.",,,[],[],Interdisciplinary and Other
AEROSPACE STUDIES 300A,LEC,3,W,12:00PM,2:50PM,Miller,SAGE 2704,15,0,15,USAF,2024-08-28,2024-12-20,FALL 2024,65170,2050,01,USAF-2050,Aerospace Studies 300A,"AS 300, Leading People and Effective Communication, teaches cadets advanced skills and knowledge in management and leadership. Special emphasis is placed on enhancing leadership skills and communication. Cadets have an opportunity to try out these leadership and management techniques in a supervised environment as juniors and seniors. Laboratory (USAF 0080) is mandatory for AFROTC cadets and complements this course by providing cadets with leadership/followership experiences.",,,[],[],Interdisciplinary and Other
AEROSPACE STUDIES 400A,LEC,3,W,7:00AM,9:50AM,Lipeles,ARMORY 209,15,0,15,USAF,2024-08-28,2024-12-20,FALL 2024,65171,2070,01,USAF-2070,Aerospace Studies 400A,"AS 400, National Security Affairs/Preparation for Active Duty, is designed for college seniors and gives them the foundation to understand their role as military officers in American society. It is an overview of the complex social and political issues facing the military profession and requires a measure of sophistication commensurate with the senior college level. The final semester provides information that will prepare the cadets for Active Duty. Leadership Laboratory (USAF 0080) is mandatory for AFROTC cadets and complements this course by providing cadets with leadership/followership experiences.",,,[],[],Interdisciplinary and Other
THE ETHOS OF ARCHITECTURE,LEC,3,MR,10:00AM,11:20AM,Bell,GREENE 117,90,0,90,ARCH,2024-08-28,2024-12-20,FALL 2024,67206,2150,01,ARCH-2150,The Ethos Of Architecture,"This course will examine the spectrum of architectural phenomena and ideas without a specific chronology using examples ranging from antiquity to the contemporary world in western and non-western civilizations and produced in both vernacular and disciplinary cultures. An essential part of this course is to stimulate students’ curiosity about architecture and the larger world and introduce them to key issues of architecture regarding space, form, critique, technology, aesthetics, societal and cultural contexts, etc. Particular emphasis will be given to the emergence of modernism in architecture. Crucial to the goals of this course is to encourage students to pursue and develop their own unique vision and voice in architecture throughout their education and practice. Fundamental to this process is making students aware of the necessity to challenge their own subjectivities, biases, and presuppositions.", Corequisite: ARCH 2160.When Offered: Fall term annually.Co-Listed: ARCH 5100.,,[],"['ARCH 5100', 'ARCH 2160']",Architecture
ARCHITECTURAL MEDIA,LEC,2,R,12:00PM,1:50PM,Titus,TBA,90,0,90,ARCH,2024-08-28,2024-12-20,FALL 2024,69332,2160,01,ARCH-2160,Architectural Media,"This course continues the inquiry begun in ARCH 2150 and focuses especially on the implications that various media and means of representation have on the breadth of concerns within the history, theory, and critical practices of architecture and especially the generation of architecture.",,,[],[],Architecture
ARCHITECTURAL MEDIA,LEC,2,R,12:00PM,1:50PM,Liu,TBA,30,0,30,ARCH,2024-08-28,2024-12-20,FALL 2024,69333,2160,02,ARCH-2160,Architectural Media,"This course continues the inquiry begun in ARCH 2150 and focuses especially on the implications that various media and means of representation have on the breadth of concerns within the history, theory, and critical practices of architecture and especially the generation of architecture.",,,[],[],Architecture
ARCHITECTURAL MEDIA,LEC,2,R,12:00PM,1:50PM,TBA,TBA,30,0,30,ARCH,2024-08-28,2024-12-20,FALL 2024,69570,2160,03,ARCH-2160,Architectural Media,"This course continues the inquiry begun in ARCH 2150 and focuses especially on the implications that various media and means of representation have on the breadth of concerns within the history, theory, and critical practices of architecture and especially the generation of architecture.",,,[],[],Architecture
STRUCTURES 1,LEC,3,TF,10:00AM,11:20AM,Tatarsky,TBA,90,0,90,ARCH,2024-08-28,2024-12-20,FALL 2024,65332,2330,01,ARCH-2330,Structures 1,"Introduction to Structures introduces the student of Architecture to the principles of structural mechanics and their application to basic architectural structures comprised primarily of wood. The fundamentals of statics are presented in order to gain an understanding of the way in which external forces produce internal stresses in individual members and, in essence, flow through the building system to be resolved at the foundation level. The principles of strength of materials are studied to understand how particular structural materials and configurations manage to resist these forces without unacceptable distortions, or even failure. Wood structural properties are studied in all their complexity as a means to internalize the more theoretical topics broached. Through in-class presentations, reading, homework and project work, computer lab, field trips, and case studies, the student will be aided in developing this intuitive (while practical) understanding. It is recognized that intuitions of building technologies are not acquired quickly but result from much study, observation, and practice. Introduction to Structures makes use of the several approaches above to ensure that the beginning student is provided with a broad, solid base for future structural investigations. WebCT will be used to expand the student’s access to course materials and allow for a measure of distance learning. Sustainability: The following notions are introduced as important attributes of sustainable structures and construction: durability and service life and life cycle cost.",Prerequisite: ARCH 2510 except M.Arch. students.When Offered: Fall term annually.Co-Listed: ARCH 5140. ,,[],[],Architecture
STRUCTURES 1,LEC,3,TF,10:00AM,11:20AM,TBA,TBA,45,0,45,ARCH,2024-08-28,2024-12-20,FALL 2024,69571,2330,02,ARCH-2330,Structures 1,"Introduction to Structures introduces the student of Architecture to the principles of structural mechanics and their application to basic architectural structures comprised primarily of wood. The fundamentals of statics are presented in order to gain an understanding of the way in which external forces produce internal stresses in individual members and, in essence, flow through the building system to be resolved at the foundation level. The principles of strength of materials are studied to understand how particular structural materials and configurations manage to resist these forces without unacceptable distortions, or even failure. Wood structural properties are studied in all their complexity as a means to internalize the more theoretical topics broached. Through in-class presentations, reading, homework and project work, computer lab, field trips, and case studies, the student will be aided in developing this intuitive (while practical) understanding. It is recognized that intuitions of building technologies are not acquired quickly but result from much study, observation, and practice. Introduction to Structures makes use of the several approaches above to ensure that the beginning student is provided with a broad, solid base for future structural investigations. WebCT will be used to expand the student’s access to course materials and allow for a measure of distance learning. Sustainability: The following notions are introduced as important attributes of sustainable structures and construction: durability and service life and life cycle cost.",Prerequisite: ARCH 2510 except M.Arch. students.When Offered: Fall term annually.Co-Listed: ARCH 5140. ,,[],[],Architecture
CONSTRUCTION SYSTEMS,LEC,2,W,12:00PM,1:50PM,Stradley,TBA,90,0,90,ARCH,2024-08-28,2024-12-20,FALL 2024,65858,2350,01,ARCH-2350,Construction Systems,"Construction Systems centers on the development of a technical knowledge of, sensibility to, and intuition for the process by which an architectural design is realized in built form. The interdependence among building materials, acoustic qualities, enclosure systems, interior, finish, and other systems is investigated, with an emphasis on the broader architectural design endeavor. An understand of assemblies and integration is developed both from a design and engineering perspective as well as in construction application. Drawing as a means of understanding forms the basis for a semester long project to be done in small groups. Case studies will center on concepts and systems that have not yet foundtheir way into mainstream practice. The course approach will involve in class presentations, project work, field trips, and case studies.  Sustainability: The notion that design intentions can be nullified through incorrect construction is stressed. The importance of proper detailing, construction, and maintenance to accomplish lasting and efficient enclosures is highlighted. Skills to diagnose and treat incorrect construction are developed.",Prerequisite: ARCH 2510; except M.Arch students.When Offered: Fall term annually.Co-Listed: ARCH 5300. ,,[],[],Architecture
CONSTRUCTION SYSTEMS,LEC,2,W,12:00PM,1:50PM,Combs,TBA,30,0,30,ARCH,2024-08-28,2024-12-20,FALL 2024,68679,2350,02,ARCH-2350,Construction Systems,"Construction Systems centers on the development of a technical knowledge of, sensibility to, and intuition for the process by which an architectural design is realized in built form. The interdependence among building materials, acoustic qualities, enclosure systems, interior, finish, and other systems is investigated, with an emphasis on the broader architectural design endeavor. An understand of assemblies and integration is developed both from a design and engineering perspective as well as in construction application. Drawing as a means of understanding forms the basis for a semester long project to be done in small groups. Case studies will center on concepts and systems that have not yet foundtheir way into mainstream practice. The course approach will involve in class presentations, project work, field trips, and case studies.  Sustainability: The notion that design intentions can be nullified through incorrect construction is stressed. The importance of proper detailing, construction, and maintenance to accomplish lasting and efficient enclosures is highlighted. Skills to diagnose and treat incorrect construction are developed.",Prerequisite: ARCH 2510; except M.Arch students.When Offered: Fall term annually.Co-Listed: ARCH 5300. ,,[],[],Architecture
CONSTRUCTION SYSTEMS,LEC,2,W,12:00PM,1:50PM,Carter,TBA,30,0,30,ARCH,2024-08-28,2024-12-20,FALL 2024,69058,2350,03,ARCH-2350,Construction Systems,"Construction Systems centers on the development of a technical knowledge of, sensibility to, and intuition for the process by which an architectural design is realized in built form. The interdependence among building materials, acoustic qualities, enclosure systems, interior, finish, and other systems is investigated, with an emphasis on the broader architectural design endeavor. An understand of assemblies and integration is developed both from a design and engineering perspective as well as in construction application. Drawing as a means of understanding forms the basis for a semester long project to be done in small groups. Case studies will center on concepts and systems that have not yet foundtheir way into mainstream practice. The course approach will involve in class presentations, project work, field trips, and case studies.  Sustainability: The notion that design intentions can be nullified through incorrect construction is stressed. The importance of proper detailing, construction, and maintenance to accomplish lasting and efficient enclosures is highlighted. Skills to diagnose and treat incorrect construction are developed.",Prerequisite: ARCH 2510; except M.Arch students.When Offered: Fall term annually.Co-Listed: ARCH 5300. ,,[],[],Architecture
CONSTRUCTION SYSTEMS,LEC,2,W,12:00PM,1:50PM,Gruendel,TBA,30,0,30,ARCH,2024-08-28,2024-12-20,FALL 2024,69120,2350,04,ARCH-2350,Construction Systems,"Construction Systems centers on the development of a technical knowledge of, sensibility to, and intuition for the process by which an architectural design is realized in built form. The interdependence among building materials, acoustic qualities, enclosure systems, interior, finish, and other systems is investigated, with an emphasis on the broader architectural design endeavor. An understand of assemblies and integration is developed both from a design and engineering perspective as well as in construction application. Drawing as a means of understanding forms the basis for a semester long project to be done in small groups. Case studies will center on concepts and systems that have not yet foundtheir way into mainstream practice. The course approach will involve in class presentations, project work, field trips, and case studies.  Sustainability: The notion that design intentions can be nullified through incorrect construction is stressed. The importance of proper detailing, construction, and maintenance to accomplish lasting and efficient enclosures is highlighted. Skills to diagnose and treat incorrect construction are developed.",Prerequisite: ARCH 2510; except M.Arch students.When Offered: Fall term annually.Co-Listed: ARCH 5300. ,,[],[],Architecture
DIGITAL CONSTRUCTS I,LEC,2,W,2:00PM,3:50PM,Dayem,TBA,72,0,72,ARCH,2024-08-28,2024-12-20,FALL 2024,67248,2520,01,ARCH-2520,Digital Constructs I,"This course will examine and teach methods of representation and the communication of design concepts. Skills taught will enable students to produce two-dimensional and three-dimensional digital models, as well as drawings from multiple perspectives. Students will understand virtual environments as they pertain to model making, drawing, scale, and materiality. Students will be introduced to digital modeling and graphic design softwares. This course is offered in the fall semester and is required of all first-year architecture undergraduates in the B.Arch. program. Coordination of the relationship of course content to Architectural Design Studio 1 will be between the Digital Constructs 1 faculty instructor and the first-year architectural design studio coordinator and faculty.  ", Corequisites: ARCH 2800.When Offered: Fall term annually.,,[],['ARCH 2800'],Architecture
DIGITAL CONSTRUCTS I,LEC,2,W,4:00PM,5:50PM,Sehwail,TBA,30,0,30,ARCH,2024-08-28,2024-12-20,FALL 2024,68681,2520,02,ARCH-2520,Digital Constructs I,"This course will examine and teach methods of representation and the communication of design concepts. Skills taught will enable students to produce two-dimensional and three-dimensional digital models, as well as drawings from multiple perspectives. Students will understand virtual environments as they pertain to model making, drawing, scale, and materiality. Students will be introduced to digital modeling and graphic design softwares. This course is offered in the fall semester and is required of all first-year architecture undergraduates in the B.Arch. program. Coordination of the relationship of course content to Architectural Design Studio 1 will be between the Digital Constructs 1 faculty instructor and the first-year architectural design studio coordinator and faculty.  ", Corequisites: ARCH 2800.When Offered: Fall term annually.,,[],[],Architecture
DIGITAL CONSTRUCTS I,LEC,2,W,4:00PM,5:50PM,Petela,TBA,30,0,30,ARCH,2024-08-28,2024-12-20,FALL 2024,69408,2520,06,ARCH-2520,Digital Constructs I,"This course will examine and teach methods of representation and the communication of design concepts. Skills taught will enable students to produce two-dimensional and three-dimensional digital models, as well as drawings from multiple perspectives. Students will understand virtual environments as they pertain to model making, drawing, scale, and materiality. Students will be introduced to digital modeling and graphic design softwares. This course is offered in the fall semester and is required of all first-year architecture undergraduates in the B.Arch. program. Coordination of the relationship of course content to Architectural Design Studio 1 will be between the Digital Constructs 1 faculty instructor and the first-year architectural design studio coordinator and faculty.  ", Corequisites: ARCH 2800.When Offered: Fall term annually.,,[],['ARCH 2800'],Architecture
DIGITAL CONSTRUCTS 3,LEC,2,W,2:00PM,3:50PM,White,TBA,72,0,72,ARCH,2024-08-28,2024-12-20,FALL 2024,68680,2540,02,ARCH-2540,Digital Constructs 3,"This course introduces computational and procedural design approaches that are a logical extension to topics covered in Digital Constructs 2. Students will develop an understanding of computational logic through introductory design applications, both as advanced tooling and as generative design techniques. Methodological approaches will be contextualized by a presentation of historical and theoretical precedents. Techniques introduced will include scripting, Java, geospatial mapping. This course is offered in the fall semester and is required of all second-year architecture undergraduates in the B.Arch. program. Coordination of the relationship of course content to Architectural Design Studio 3 will be between the Digital Constructs 3 faculty instructor and the second-year architectural design studio coordinator and faculty.  ",: ARCH 2530;  : ARCH 2820.When Offered: Fall term annually.Co-Listed: ARCH 5160.,,[],[],Architecture
DIGITAL CONSTRUCTS 3,LEC,2,W,2:00PM,3:50PM,Hower,TBA,30,0,30,ARCH,2024-08-28,2024-12-20,FALL 2024,69409,2540,05,ARCH-2540,Digital Constructs 3,"This course introduces computational and procedural design approaches that are a logical extension to topics covered in Digital Constructs 2. Students will develop an understanding of computational logic through introductory design applications, both as advanced tooling and as generative design techniques. Methodological approaches will be contextualized by a presentation of historical and theoretical precedents. Techniques introduced will include scripting, Java, geospatial mapping. This course is offered in the fall semester and is required of all second-year architecture undergraduates in the B.Arch. program. Coordination of the relationship of course content to Architectural Design Studio 3 will be between the Digital Constructs 3 faculty instructor and the second-year architectural design studio coordinator and faculty.  ",: ARCH 2530;  : ARCH 2820.When Offered: Fall term annually.Co-Listed: ARCH 5160.,,[],[],Architecture
DIGITAL CONSTRUCTS 3,LEC,2,W,4:00PM,5:50PM,Troyer,TBA,30,0,30,ARCH,2024-08-28,2024-12-20,FALL 2024,69410,2540,06,ARCH-2540,Digital Constructs 3,"This course introduces computational and procedural design approaches that are a logical extension to topics covered in Digital Constructs 2. Students will develop an understanding of computational logic through introductory design applications, both as advanced tooling and as generative design techniques. Methodological approaches will be contextualized by a presentation of historical and theoretical precedents. Techniques introduced will include scripting, Java, geospatial mapping. This course is offered in the fall semester and is required of all second-year architecture undergraduates in the B.Arch. program. Coordination of the relationship of course content to Architectural Design Studio 3 will be between the Digital Constructs 3 faculty instructor and the second-year architectural design studio coordinator and faculty.  ",: ARCH 2530;  : ARCH 2820.When Offered: Fall term annually.Co-Listed: ARCH 5160.,,[],[],Architecture
DIGITAL CONSTRUCTS 3,LEC,2,W,2:00PM,3:50PM,Vanmuysen,TBA,30,0,30,ARCH,2024-08-28,2024-12-20,FALL 2024,69707,2540,07,ARCH-2540,Digital Constructs 3,"This course introduces computational and procedural design approaches that are a logical extension to topics covered in Digital Constructs 2. Students will develop an understanding of computational logic through introductory design applications, both as advanced tooling and as generative design techniques. Methodological approaches will be contextualized by a presentation of historical and theoretical precedents. Techniques introduced will include scripting, Java, geospatial mapping. This course is offered in the fall semester and is required of all second-year architecture undergraduates in the B.Arch. program. Coordination of the relationship of course content to Architectural Design Studio 3 will be between the Digital Constructs 3 faculty instructor and the second-year architectural design studio coordinator and faculty.  ",: ARCH 2530;  : ARCH 2820.When Offered: Fall term annually.Co-Listed: ARCH 5160.,,['ARCH 2530'],['ARCH 2820'],Architecture
ARCHITECTURAL DESIGN STUDIO 1,LEC,5,W,2:00PM,3:50PM,Titus,GREENE STU,80,0,80,ARCH,2024-08-28,2024-12-20,FALL 2024,67260,2800,02,ARCH-2800,Architectural Design Studio 1,"This course introduces students to design as a way of thinking, creating, and making through a series of short projects. The projects stress critical and creative thinking and invention, interdisciplinary collaboration, observation and perception, communication and visualization. Using sketching, photography, model making, and computing students pursue open-ended investigations of form, space, materials, and the ideas that both generate and are generated by them. This course is required of all first-year architecture undergraduates in the B.Arch.  program.", Corequisite: ARCH 2520.When Offered: Fall term annually.,,[],[],Architecture
ARCHITECTURAL DESIGN STUDIO 1,LEC,5,MR,2:00PM,5:50PM,Titus,GREENE STU,80,0,80,ARCH,2024-08-28,2024-12-20,FALL 2024,67260,2800,02,ARCH-2800,Architectural Design Studio 1,"This course introduces students to design as a way of thinking, creating, and making through a series of short projects. The projects stress critical and creative thinking and invention, interdisciplinary collaboration, observation and perception, communication and visualization. Using sketching, photography, model making, and computing students pursue open-ended investigations of form, space, materials, and the ideas that both generate and are generated by them. This course is required of all first-year architecture undergraduates in the B.Arch.  program.", Corequisite: ARCH 2520.When Offered: Fall term annually.,,[],[],Architecture
ARCHITECTURAL DESIGN STUDIO 1,LEC,5,W,6:00PM,7:50PM,Sehwail,GREENE STU,0,0,0,ARCH,2024-08-28,2024-12-20,FALL 2024,67261,2800,03,ARCH-2800,Architectural Design Studio 1,"This course introduces students to design as a way of thinking, creating, and making through a series of short projects. The projects stress critical and creative thinking and invention, interdisciplinary collaboration, observation and perception, communication and visualization. Using sketching, photography, model making, and computing students pursue open-ended investigations of form, space, materials, and the ideas that both generate and are generated by them. This course is required of all first-year architecture undergraduates in the B.Arch.  program.", Corequisite: ARCH 2520.When Offered: Fall term annually.,,[],[],Architecture
ARCHITECTURAL DESIGN STUDIO 1,LEC,5,MR,2:00PM,5:50PM,Sehwail,GREENE STU,0,0,0,ARCH,2024-08-28,2024-12-20,FALL 2024,67261,2800,03,ARCH-2800,Architectural Design Studio 1,"This course introduces students to design as a way of thinking, creating, and making through a series of short projects. The projects stress critical and creative thinking and invention, interdisciplinary collaboration, observation and perception, communication and visualization. Using sketching, photography, model making, and computing students pursue open-ended investigations of form, space, materials, and the ideas that both generate and are generated by them. This course is required of all first-year architecture undergraduates in the B.Arch.  program.", Corequisite: ARCH 2520.When Offered: Fall term annually.,,[],[],Architecture
ARCHITECTURAL DESIGN STUDIO 1,LEC,5,W,2:00PM,3:50PM,Sehwail,GREENE STU,0,0,0,ARCH,2024-08-28,2024-12-20,FALL 2024,69072,2800,04,ARCH-2800,Architectural Design Studio 1,"This course introduces students to design as a way of thinking, creating, and making through a series of short projects. The projects stress critical and creative thinking and invention, interdisciplinary collaboration, observation and perception, communication and visualization. Using sketching, photography, model making, and computing students pursue open-ended investigations of form, space, materials, and the ideas that both generate and are generated by them. This course is required of all first-year architecture undergraduates in the B.Arch.  program.", Corequisite: ARCH 2520.When Offered: Fall term annually.,,[],[],Architecture
ARCHITECTURAL DESIGN STUDIO 1,LEC,5,MR,2:00PM,5:50PM,Sehwail,GREENE STU,0,0,0,ARCH,2024-08-28,2024-12-20,FALL 2024,69072,2800,04,ARCH-2800,Architectural Design Studio 1,"This course introduces students to design as a way of thinking, creating, and making through a series of short projects. The projects stress critical and creative thinking and invention, interdisciplinary collaboration, observation and perception, communication and visualization. Using sketching, photography, model making, and computing students pursue open-ended investigations of form, space, materials, and the ideas that both generate and are generated by them. This course is required of all first-year architecture undergraduates in the B.Arch.  program.", Corequisite: ARCH 2520.When Offered: Fall term annually.,,[],[],Architecture
ARCHITECTURAL DESIGN STUDIO 1,LEC,5,W,4:00PM,5:50PM,Moriarty,GREENE STU,0,0,0,ARCH,2024-08-28,2024-12-20,FALL 2024,67262,2800,05,ARCH-2800,Architectural Design Studio 1,"This course introduces students to design as a way of thinking, creating, and making through a series of short projects. The projects stress critical and creative thinking and invention, interdisciplinary collaboration, observation and perception, communication and visualization. Using sketching, photography, model making, and computing students pursue open-ended investigations of form, space, materials, and the ideas that both generate and are generated by them. This course is required of all first-year architecture undergraduates in the B.Arch.  program.", Corequisite: ARCH 2520.When Offered: Fall term annually.,,[],[],Architecture
ARCHITECTURAL DESIGN STUDIO 1,LEC,5,MR,2:00PM,5:50PM,Moriarty,GREENE STU,0,0,0,ARCH,2024-08-28,2024-12-20,FALL 2024,67262,2800,05,ARCH-2800,Architectural Design Studio 1,"This course introduces students to design as a way of thinking, creating, and making through a series of short projects. The projects stress critical and creative thinking and invention, interdisciplinary collaboration, observation and perception, communication and visualization. Using sketching, photography, model making, and computing students pursue open-ended investigations of form, space, materials, and the ideas that both generate and are generated by them. This course is required of all first-year architecture undergraduates in the B.Arch.  program.", Corequisite: ARCH 2520.When Offered: Fall term annually.,,[],['ARCH 2520'],Architecture
ARCHITECTURAL DESIGN STUDIO 1,LEC,5,W,2:00PM,3:50PM,Moriarty,GREENE STU,0,0,0,ARCH,2024-08-28,2024-12-20,FALL 2024,67684,2800,06,ARCH-2800,Architectural Design Studio 1,"This course introduces students to design as a way of thinking, creating, and making through a series of short projects. The projects stress critical and creative thinking and invention, interdisciplinary collaboration, observation and perception, communication and visualization. Using sketching, photography, model making, and computing students pursue open-ended investigations of form, space, materials, and the ideas that both generate and are generated by them. This course is required of all first-year architecture undergraduates in the B.Arch.  program.", Corequisite: ARCH 2520.When Offered: Fall term annually.,,[],[],Architecture
ARCHITECTURAL DESIGN STUDIO 1,LEC,5,MR,2:00PM,5:50PM,Moriarty,GREENE STU,0,0,0,ARCH,2024-08-28,2024-12-20,FALL 2024,67684,2800,06,ARCH-2800,Architectural Design Studio 1,"This course introduces students to design as a way of thinking, creating, and making through a series of short projects. The projects stress critical and creative thinking and invention, interdisciplinary collaboration, observation and perception, communication and visualization. Using sketching, photography, model making, and computing students pursue open-ended investigations of form, space, materials, and the ideas that both generate and are generated by them. This course is required of all first-year architecture undergraduates in the B.Arch.  program.", Corequisite: ARCH 2520.When Offered: Fall term annually.,,[],[],Architecture
ARCHITECTURAL DESIGN STUDIO 1,LEC,5,W,6:00PM,7:50PM,White,GREENE STU,0,0,0,ARCH,2024-08-28,2024-12-20,FALL 2024,69365,2800,07,ARCH-2800,Architectural Design Studio 1,"This course introduces students to design as a way of thinking, creating, and making through a series of short projects. The projects stress critical and creative thinking and invention, interdisciplinary collaboration, observation and perception, communication and visualization. Using sketching, photography, model making, and computing students pursue open-ended investigations of form, space, materials, and the ideas that both generate and are generated by them. This course is required of all first-year architecture undergraduates in the B.Arch.  program.", Corequisite: ARCH 2520.When Offered: Fall term annually.,,[],[],Architecture
